"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","595","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","9","10","1593","0.6%",""
"X.ILI.JMR","Jackson-Madison County","1","1","18","526","3.4%","higher"
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","5","14","0","698","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","3","4","1","332","0.3%",""
"X.ILI.NDR","Nashville-Davidson County","6","11","17","1365","1.3%",""
"X.ILI.NER","Northeast Region","2","5","0","124","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","193","0.0%",""
"X.ILI.SER","Southeast Region","2","4","0","124","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","4","334","1.2%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","324","0.3%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","279","0.0%",""
