"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","512","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","1","1785","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","17","531","3.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","6","920","0.7%",""
"X.ILI.MCR","Mid-Cumberland Region","8","11","1","757","0.1%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","42","579","7.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","0","357","0.0%",""
"X.ILI.NER","Northeast Region","3","4","2","245","0.8%",""
"X.ILI.SCR","South Central Region","3","3","0","254","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","185","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","507","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","342","0.0%",""
