"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","2","560","0.4%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","61","2229","2.7%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","148","635","23.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","83","1791","4.6%",""
"X.ILI.MCR","Mid-Cumberland Region","4","15","10","675","1.5%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","11","75","962","7.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","9","11","245","4.5%",""
"X.ILI.NER","Northeast Region","3","4","1","203","0.5%","lower"
"X.ILI.SCR","South Central Region","3","3","1","157","0.6%","lower"
"X.ILI.SER","Southeast Region","4","5","5","417","1.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","1","426","0.2%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","463","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","378","0.0%","lower"
