"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","805","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","12","1729","0.7%",""
"X.ILI.JMR","Jackson-Madison County","1","2","8","604","1.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","1","4","7","1125","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","10","11","10","1264","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","7","12","9","1014","0.9%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","13","1168","1.1%","higher"
"X.ILI.NER","Northeast Region","3","3","0","257","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","255","0.4%",""
"X.ILI.SER","Southeast Region","4","5","0","469","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","181","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","547","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","286","0.4%",""
