"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","463","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","1","1581","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","538","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","1","1012","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","420","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","66","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","2","120","1.7%","higher"
"X.ILI.NER","Northeast Region","2","3","0","186","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","218","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","153","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","357","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","482","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","2","295","0.7%","higher"
