"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","345","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","0","1506","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","14","514","2.7%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","2","943","0.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","0","383","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","51","766","6.7%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","6","0","272","0.0%",""
"X.ILI.NER","Northeast Region","2","4","0","112","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","213","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","22","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","2","4","0","228","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","262","0.0%",""
