"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","55","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","1","1999","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","5","416","1.2%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","15","0","505","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","809","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","10","0","294","0.0%",""
"X.ILI.NER","Northeast Region","3","5","0","192","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","206","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","131","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","360","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","4","0","287","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","347","0.0%",""
