"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","4","556","0.7%",""
"X.ILI.ETR","East Tennessee Region","6","8","107","2279","4.7%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","7","571","1.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","12","1861","0.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","10","3","578","0.5%","lower"
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","6","2","246","0.8%",""
"X.ILI.NER","Northeast Region","3","3","3","297","1.0%",""
"X.ILI.SCR","South Central Region","2","3","1","152","0.7%",""
"X.ILI.SER","Southeast Region","5","5","8","807","1.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","582","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","1","4","0","31","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","268","0.4%",""
