"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","844","0.1%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","38","2262","1.7%","higher"
"X.ILI.JMR","Jackson-Madison County","2","2","12","695","1.7%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","12","2020","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","7","813","0.9%",""
"X.ILI.MSR","Shelby County (Memphis)","0","9","0","0","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","148","0.0%",""
"X.ILI.NER","Northeast Region","3","3","0","226","0.0%",""
"X.ILI.SCR","South Central Region","3","3","2","175","1.1%",""
"X.ILI.SER","Southeast Region","4","5","0","427","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","431","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","3","629","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","2","400","0.5%",""
