"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","70","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","34","1999","1.7%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","2","417","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","6","15","0","582","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","1","822","0.1%",""
"X.ILI.NDR","Nashville-Davidson County","3","10","0","428","0.0%",""
"X.ILI.NER","Northeast Region","5","5","0","374","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","154","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","108","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","501","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","579","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","334","0.0%",""
