"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","551","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","5","1947","0.3%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","1","1081","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","6","15","0","981","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","898","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","10","0","749","0.0%",""
"X.ILI.NER","Northeast Region","2","5","0","131","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","134","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","363","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","324","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","175","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","339","0.0%",""
