"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","750","0.1%",""
"X.ILI.ETR","East Tennessee Region","6","8","7","1701","0.4%",""
"X.ILI.JMR","Jackson-Madison County","2","2","11","618","1.8%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","8","1831","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","3","1023","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","3","9","1","593","0.2%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","1","571","0.2%",""
"X.ILI.NER","Northeast Region","2","3","0","149","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","174","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","824","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","347","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","494","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","331","0.3%",""
