"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","845","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","171","3189","5.4%","higher"
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","37","1257","2.9%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","4","555","0.7%","lower"
"X.ILI.MSR","Shelby County (Memphis)","8","12","131","1349","9.7%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","2","126","1.6%",""
"X.ILI.NER","Northeast Region","4","5","4","340","1.2%","lower"
"X.ILI.SCR","South Central Region","3","3","3","279","1.1%","lower"
"X.ILI.SER","Southeast Region","4","4","2","198","1.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","422","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","5","602","0.8%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","8","300","2.7%",""
