"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","335","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","3100","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","826","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","572","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","1","176","0.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","0","323","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","281","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","252","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","428","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","177","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","567","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","381","0.0%",""
