"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","8","409","2.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","9","1256","0.7%",""
"X.ILI.JMR","Jackson-Madison County","2","2","18","625","2.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","1","4","15","970","1.6%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","17","1046","1.6%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","12","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","1","96","1.0%",""
"X.ILI.NER","Northeast Region","3","3","4","157","2.6%",""
"X.ILI.SCR","South Central Region","3","3","1","203","0.5%",""
"X.ILI.SER","Southeast Region","3","5","5","497","1.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","370","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","1","190","0.5%",""
