"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","622","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","1","1996","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","484","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1224","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","4","554","0.7%","higher"
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","216","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","5","379","1.3%","higher"
"X.ILI.NER","Northeast Region","2","3","0","200","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","181","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","536","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","353","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","564","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","308","0.0%",""
