"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","2","817","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","53","2849","1.9%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","4","529","0.8%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","13","1059","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","10","10","4","1147","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","10","0","241","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","2","598","0.3%",""
"X.ILI.NER","Northeast Region","2","3","0","211","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","252","0.0%",""
"X.ILI.SER","Southeast Region","5","5","12","829","1.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","378","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","625","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","0","225","0.0%",""
