"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","492","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","2","2387","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","486","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","0","604","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","1","754","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","124","0.0%",""
"X.ILI.NER","Northeast Region","3","3","0","278","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","203","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","52","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","367","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","512","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","217","0.0%",""
