"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","2","584","0.3%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","34","1559","2.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","84","621","13.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","13","1206","1.1%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","4","971","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","56","999","5.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","7","0","93","0.0%",""
"X.ILI.NER","Northeast Region","1","4","0","51","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","235","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","0","482","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","372","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","615","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","329","0.0%","lower"
