"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","362","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","62","1648","3.8%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","12","514","2.3%",""
"X.ILI.KKR","Knoxville-Knox County","2","3","4","406","1.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","0","547","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","50","838","6.0%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","1","270","0.4%","lower"
"X.ILI.NER","Northeast Region","1","4","0","102","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","220","0.0%","lower"
"X.ILI.SER","Southeast Region","4","4","0","193","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","562","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","323","0.0%","lower"
