"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","615","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","12","2289","0.5%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","1","3","5","1273","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","5","15","2","880","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","1019","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","10","0","21","0.0%",""
"X.ILI.NER","Northeast Region","3","5","1","292","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","222","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","403","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","333","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","609","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","272","0.0%",""
