"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","3","337","0.9%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","28","2383","1.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","60","1182","5.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","1","65","1.5%",""
"X.ILI.MCR","Mid-Cumberland Region","4","10","0","139","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","3","5","4","439","0.9%","lower"
"X.ILI.NDR","Nashville-Davidson County","5","6","86","790","10.9%","higher"
"X.ILI.NER","Northeast Region","3","3","1","249","0.4%","lower"
"X.ILI.SCR","South Central Region","3","3","1","214","0.5%","lower"
"X.ILI.SER","Southeast Region","3","4","4","383","1.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","190","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","5","0","213","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","233","0.0%","lower"
