"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","761","0.1%",""
"X.ILI.ETR","East Tennessee Region","5","7","8","1482","0.5%",""
"X.ILI.JMR","Jackson-Madison County","1","2","10","111","9.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","8","1418","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","4","10","3","262","1.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","1","109","0.9%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","2","397","0.5%",""
"X.ILI.NER","Northeast Region","3","3","0","264","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","171","0.0%",""
"X.ILI.SER","Southeast Region","5","5","3","746","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","306","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","521","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","276","0.0%",""
