"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","38","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","3072","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","1","939","0.1%","higher"
"X.ILI.MCR","Mid-Cumberland Region","5","10","0","436","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","69","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","6","0","36","0.0%",""
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","1","3","0","98","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","494","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","177","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","426","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","242","0.0%",""
