"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","658","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","63","2717","2.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","9","638","1.4%",""
"X.ILI.KKR","Knoxville-Knox County","2","3","18","1317","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","5","15","4","823","0.5%",""
"X.ILI.MSR","Shelby County (Memphis)","8","11","0","965","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","10","9","990","0.9%",""
"X.ILI.NER","Northeast Region","4","5","1","289","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","177","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","360","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","394","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","507","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","293","0.3%",""
