"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","368","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","1936","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","352","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","459","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","454","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","112","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","0","869","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","133","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","142","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","132","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","338","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","254","0.0%",""
