"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","610","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","26","1972","1.3%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","9","495","1.8%","higher"
"X.ILI.MCR","Mid-Cumberland Region","7","11","5","1111","0.5%",""
"X.ILI.MSR","Shelby County (Memphis)","9","12","9","1153","0.8%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","1","651","0.2%",""
"X.ILI.NER","Northeast Region","3","3","0","272","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","229","0.4%",""
"X.ILI.SER","Southeast Region","4","5","0","434","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","366","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","2","535","0.4%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","352","0.3%",""
