"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","254","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","8","1","1646","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","2","2","439","0.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","0","790","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","0","440","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","0","108","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","165","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","198","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","460","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","401","0.5%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","389","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","247","0.0%",""
