"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","2","247","0.8%",""
"X.ILI.ETR","East Tennessee Region","6","8","2","1533","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","7","479","1.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","1","4","2","56","3.6%","higher"
"X.ILI.MCR","Mid-Cumberland Region","7","9","2","893","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","674","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","30","1098","2.7%","higher"
"X.ILI.NER","Northeast Region","2","2","0","315","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","310","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","144","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","552","0.2%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","1","486","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","319","0.0%",""
