"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","622","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","0","2170","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","25","602","4.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","9","1200","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","1","932","0.1%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","55","1041","5.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","6","0","30","0.0%",""
"X.ILI.NER","Northeast Region","2","4","0","194","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","149","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","450","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","655","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","321","0.3%",""
