"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","88","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","3","1694","0.2%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","96","671","14.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","1","3","2","409","0.5%","lower"
"X.ILI.MCR","Mid-Cumberland Region","5","11","2","434","0.5%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","11","57","1228","4.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","6","8","9","715","1.3%","lower"
"X.ILI.NER","Northeast Region","2","4","1","144","0.7%",""
"X.ILI.SCR","South Central Region","3","3","0","228","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","2","224","0.9%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","390","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","346","0.3%","lower"
