"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","0","574","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","1723","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","0","4","0","0","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","2","11","1","86","1.2%","higher"
"X.ILI.MSR","Shelby County (Memphis)","2","9","1","164","0.6%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","6","3","864","0.3%","higher"
"X.ILI.NER","Northeast Region","1","3","0","77","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","203","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","326","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","651","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","452","0.0%",""
