"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","719","0.1%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","37","2444","1.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","9","547","1.6%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","3","1453","0.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","9","3","1191","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","4","0","738","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","5","6","46","1672","2.8%","higher"
"X.ILI.NER","Northeast Region","2","2","0","326","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","217","0.0%",""
"X.ILI.SER","Southeast Region","4","4","2","817","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","1","484","0.2%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","2","1083","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","1","327","0.3%",""
