"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","377","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","1","3175","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","843","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","0","401","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","717","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","2","510","0.4%","higher"
"X.ILI.NER","Northeast Region","2","3","0","355","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","306","0.0%",""
"X.ILI.SER","Southeast Region","4","4","1","479","0.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","220","0.5%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","5","0","676","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","313","0.0%",""
