"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","23","750","3.1%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","349","1985","17.6%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","34","599","5.7%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","42","1427","2.9%","lower"
"X.ILI.MCR","Mid-Cumberland Region","5","10","10","428","2.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","3","4","1","1891","0.1%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","5","33","990","3.3%","lower"
"X.ILI.NER","Northeast Region","2","3","2","227","0.9%","lower"
"X.ILI.SCR","South Central Region","3","3","3","224","1.3%","lower"
"X.ILI.SER","Southeast Region","5","5","5","602","0.8%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","360","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","5","604","0.8%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","4","321","1.3%","lower"
