"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","200","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","6","0","1189","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","2","876","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","3","2","1140","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","5","11","0","960","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","6","0","174","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","3","781","0.4%","higher"
"X.ILI.NER","Northeast Region","2","3","0","224","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","245","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","455","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","114","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","0","728","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","466","0.2%",""
