"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","1","4","0","193","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","21","2022","1.0%","lower"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","7","11","9","932","1.0%",""
"X.ILI.MSR","Shelby County (Memphis)","8","12","69","1122","6.2%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","3","609","0.5%","lower"
"X.ILI.NER","Northeast Region","3","4","0","302","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","231","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","138","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","3","4","0","417","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","315","0.6%",""
