"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","1","409","0.2%",""
"X.ILI.ETR","East Tennessee Region","6","9","16","1361","1.2%",""
"X.ILI.JMR","Jackson-Madison County","1","1","6","526","1.1%",""
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","7","14","4","720","0.6%",""
"X.ILI.MSR","Shelby County (Memphis)","2","4","0","138","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","7","11","7","1305","0.5%",""
"X.ILI.NER","Northeast Region","4","5","6","300","2.0%","higher"
"X.ILI.SCR","South Central Region","3","3","0","184","0.0%",""
"X.ILI.SER","Southeast Region","3","4","1","317","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","7","288","2.4%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","278","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","316","0.3%",""
