"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","3","905","0.3%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","71","1615","4.4%","higher"
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","26","1627","1.6%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","5","287","1.7%",""
"X.ILI.MSR","Shelby County (Memphis)","4","5","5","860","0.6%","lower"
"X.ILI.NDR","Nashville-Davidson County","2","5","3","151","2.0%",""
"X.ILI.NER","Northeast Region","2","3","1","156","0.6%",""
"X.ILI.SCR","South Central Region","3","3","0","176","0.0%",""
"X.ILI.SER","Southeast Region","5","5","11","917","1.2%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","376","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","1","440","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","3","6","3","180","1.7%",""
