"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","608","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","27","2692","1.0%","higher"
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","4","4","7","1958","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","2","890","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","4","365","1.1%",""
"X.ILI.NER","Northeast Region","3","3","1","255","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","216","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","791","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","528","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","282","0.0%",""
