"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","339","0.0%",""
"X.ILI.ETR","East Tennessee Region","3","7","0","1204","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","864","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","812","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","1","132","0.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","0","729","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","272","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","306","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","460","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","166","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","633","0.2%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","266","0.0%",""
