"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","138","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","25","2331","1.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","1","476","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","10","1610","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","4","905","0.4%",""
"X.ILI.MSR","Shelby County (Memphis)","3","10","0","954","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","4","6","2","540","0.4%",""
"X.ILI.NER","Northeast Region","2","3","0","208","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","207","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","390","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","4","0","249","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","376","0.0%",""
