"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","4","556","0.7%",""
"X.ILI.ETR","East Tennessee Region","8","8","21","3295","0.6%",""
"X.ILI.JMR","Jackson-Madison County","1","1","17","558","3.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","5","1402","0.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","9","2","1203","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","4","0","50","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","6","997","0.6%",""
"X.ILI.NER","Northeast Region","2","2","0","290","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","297","0.0%",""
"X.ILI.SER","Southeast Region","4","4","44","777","5.7%","higher"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","528","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","5","2","422","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","370","0.0%",""
