"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","642","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","1","2272","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","2","3","530","0.6%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","2","362","0.6%","higher"
"X.ILI.MCR","Mid-Cumberland Region","5","10","1","323","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","243","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","75","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","199","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","132","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","486","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","540","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","339","0.0%",""
