"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","6","560","1.1%","lower"
"X.ILI.ETR","East Tennessee Region","6","8","312","2443","12.8%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","5","283","1.8%","lower"
"X.ILI.KKR","Knoxville-Knox County","4","4","11","617","1.8%","lower"
"X.ILI.MCR","Mid-Cumberland Region","10","10","6","391","1.5%","lower"
"X.ILI.MSR","Shelby County (Memphis)","8","10","164","1318","12.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","6","22","606","3.6%","lower"
"X.ILI.NER","Northeast Region","2","3","2","143","1.4%","lower"
"X.ILI.SCR","South Central Region","3","3","1","209","0.5%","lower"
"X.ILI.SER","Southeast Region","4","5","17","386","4.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","339","0.6%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","2","348","0.6%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","306","0.3%","lower"
