"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","2","434","0.5%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","56","1057","5.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","4","427","0.9%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","766","0.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","10","2","328","0.6%",""
"X.ILI.MSR","Shelby County (Memphis)","9","10","31","1402","2.2%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","9","749","1.2%",""
"X.ILI.NER","Northeast Region","1","3","0","42","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","155","0.0%",""
"X.ILI.SER","Southeast Region","5","5","15","808","1.9%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","308","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","378","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","247","0.0%","lower"
