"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)",1,4,12,178,"6.7%",""
"X.ILI.ETR","East Tennessee Region",6,9,214,2558,"8.4%","higher"
"X.ILI.JMR","Jackson-Madison County",1,1,50,316,"15.8%","higher"
"X.ILI.KKR","Knoxville-Knox County",2,3,97,1041,"9.3%","higher"
"X.ILI.MCR","Mid-Cumberland Region",8,15,37,668,"5.5%",""
"X.ILI.MSR","Shelby County (Memphis)",1,4,2,140,"1.4%","lower"
"X.ILI.NDR","Nashville-Davidson County",3,10,45,966,"4.7%","lower"
"X.ILI.NER","Northeast Region",5,5,9,342,"2.6%","lower"
"X.ILI.SCR","South Central Region",3,3,0,195,"0.0%","lower"
"X.ILI.SER","Southeast Region",2,4,16,337,"4.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)",2,3,3,383,"0.8%","lower"
"X.ILI.UCR","Upper Cumberland Region",4,4,14,469,"3.0%","lower"
"X.ILI.WTR","West Tennessee Region",5,6,3,279,"1.1%","lower"
