"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","4","732","0.5%",""
"X.ILI.ETR","East Tennessee Region","7","7","11","3558","0.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","47","987","4.8%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","3","870","0.3%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","2","1304","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","5","4","657","0.6%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","25","1751","1.4%","higher"
"X.ILI.NER","Northeast Region","1","3","0","210","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","257","0.0%",""
"X.ILI.SER","Southeast Region","4","4","5","768","0.7%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","255","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","2","852","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","2","416","0.5%",""
