"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","1","4","0","0","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","1181","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","544","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1074","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","0","551","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","69","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","200","0.0%",""
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","188","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","380","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","332","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","530","0.2%","higher"
"X.ILI.WTR","West Tennessee Region","6","6","0","373","0.0%",""
