"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","552","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","3","7","4","571","0.7%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","89","679","13.1%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","17","1094","1.6%",""
"X.ILI.MCR","Mid-Cumberland Region","6","11","2","772","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","11","78","1354","5.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","8","7","1103","0.6%","lower"
"X.ILI.NER","Northeast Region","3","4","1","208","0.5%",""
"X.ILI.SCR","South Central Region","3","3","0","268","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","2","424","0.5%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","386","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","627","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","2","348","0.6%","lower"
