"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","333","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","21","1931","1.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","76","642","11.8%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","8","924","0.9%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","2","507","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","11","58","925","6.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","8","26","159","16.4%","higher"
"X.ILI.NER","Northeast Region","3","4","0","103","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","105","0.0%",""
"X.ILI.SER","Southeast Region","3","5","2","197","1.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","227","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","378","0.3%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","219","0.0%","lower"
