"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","638","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","8","61","2379","2.6%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","4","4","11","1957","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","4","515","0.8%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","6","1","395","0.3%",""
"X.ILI.NER","Northeast Region","2","3","1","229","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","191","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","197","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","503","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","552","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","307","0.0%",""
