"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","77","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","2874","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","554","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","0","345","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","0","550","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","10","0","758","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","393","0.0%",""
"X.ILI.NER","Northeast Region","2","3","1","201","0.5%","higher"
"X.ILI.SCR","South Central Region","3","3","0","195","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","489","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","327","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","568","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","283","0.0%",""
