"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)",3,4,0,328,"0.0%","lower"
"X.ILI.ETR","East Tennessee Region",6,9,190,2004,"9.5%","higher"
"X.ILI.JMR","Jackson-Madison County",1,1,39,704,"5.5%",""
"X.ILI.KKR","Knoxville-Knox County",3,3,36,748,"4.8%",""
"X.ILI.MCR","Mid-Cumberland Region",5,15,2,194,"1.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)",2,4,4,255,"1.6%","lower"
"X.ILI.NDR","Nashville-Davidson County",4,10,10,306,"3.3%",""
"X.ILI.NER","Northeast Region",5,5,15,318,"4.7%",""
"X.ILI.SCR","South Central Region",3,3,1,140,"0.7%","lower"
"X.ILI.SER","Southeast Region",2,4,0,60,"0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)",2,3,7,260,"2.7%",""
"X.ILI.UCR","Upper Cumberland Region",4,4,2,318,"0.6%","lower"
"X.ILI.WTR","West Tennessee Region",6,6,3,192,"1.6%","lower"
