"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","172","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","85","3043","2.8%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","14","532","2.6%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","9","1617","0.6%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","10","1","308","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","1","235","0.4%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","21","1021","2.1%",""
"X.ILI.NER","Northeast Region","2","3","0","213","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","228","0.4%",""
"X.ILI.SER","Southeast Region","4","5","10","477","2.1%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","434","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","3","624","0.5%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","370","0.3%","lower"
