"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","0","4","0","0","0.0%","n/a"
"X.ILI.ETR","East Tennessee Region","5","7","41","2204","1.9%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","5","608","0.8%",""
"X.ILI.MCR","Mid-Cumberland Region","6","11","1","435","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","12","37","1275","2.9%","higher"
"X.ILI.NDR","Nashville-Davidson County","1","6","0","33","0.0%",""
"X.ILI.NER","Northeast Region","3","4","1","273","0.4%",""
"X.ILI.SCR","South Central Region","3","3","1","276","0.4%",""
"X.ILI.SER","Southeast Region","3","5","3","163","1.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","1","4","0","47","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","329","0.3%",""
