"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","263","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","655","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","0","386","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","1","624","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","9","0","90","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","6","6","3","1118","0.3%","higher"
"X.ILI.NER","Northeast Region","2","3","0","300","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","262","0.0%",""
"X.ILI.SER","Southeast Region","1","5","0","39","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","444","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","399","0.0%",""
