"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","1","751","0.1%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","71","2668","2.7%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","8","681","1.2%",""
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","4","15","3","722","0.4%",""
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","1100","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","10","4","1025","0.4%",""
"X.ILI.NER","Northeast Region","3","5","0","154","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","241","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","358","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","388","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","2","627","0.3%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","357","0.0%",""
