"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","457","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","112","1590","7.0%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","140","653","21.4%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","36","1488","2.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","5","15","3","641","0.5%","lower"
"X.ILI.MSR","Shelby County (Memphis)","8","11","76","903","8.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","9","9","768","1.2%","lower"
"X.ILI.NER","Northeast Region","3","4","1","203","0.5%","lower"
"X.ILI.SCR","South Central Region","3","3","0","197","0.0%","lower"
"X.ILI.SER","Southeast Region","3","5","8","398","2.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","350","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","528","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","274","0.4%","lower"
