"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","75","0.0%",""
"X.ILI.ETR","East Tennessee Region","3","7","0","415","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","732","0.1%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","0","287","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","5","11","0","380","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","6","0","87","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","2","1183","0.2%",""
"X.ILI.NER","Northeast Region","2","3","0","306","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","225","0.0%",""
"X.ILI.SER","Southeast Region","2","4","0","33","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","187","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","584","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","533","0.0%",""
