"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","7","514","1.4%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","73","2967","2.5%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","43","1268","3.4%",""
"X.ILI.KKR","Knoxville-Knox County","3","5","31","502","6.2%","higher"
"X.ILI.MCR","Mid-Cumberland Region","10","10","85","1537","5.5%","higher"
"X.ILI.MSR","Shelby County (Memphis)","1","2","0","7","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","4","162","1748","9.3%","higher"
"X.ILI.NER","Northeast Region","1","3","1","66","1.5%",""
"X.ILI.SCR","South Central Region","3","3","3","255","1.2%","lower"
"X.ILI.SER","Southeast Region","2","5","14","743","1.9%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","3","261","1.1%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","23","744","3.1%",""
"X.ILI.WTR","West Tennessee Region","3","6","2","194","1.0%","lower"
