"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","460","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","49","2176","2.3%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","7","1054","0.7%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","15","2","506","0.4%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","11","63","1025","6.2%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","10","6","617","1.0%",""
"X.ILI.NER","Northeast Region","5","5","2","449","0.5%",""
"X.ILI.SCR","South Central Region","3","3","0","204","0.0%",""
"X.ILI.SER","Southeast Region","4","5","1","549","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","362","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","563","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","342","0.0%","lower"
