"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","378","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","27","2016","1.3%",""
"X.ILI.JMR","Jackson-Madison County","1","1","57","556","10.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","4","1071","0.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","1","668","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","38","701","5.4%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","7","4","581","0.7%",""
"X.ILI.NER","Northeast Region","3","4","0","223","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","208","0.0%",""
"X.ILI.SER","Southeast Region","3","5","1","412","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","559","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","271","0.0%","lower"
