"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","561","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","6","1103","0.5%",""
"X.ILI.JMR","Jackson-Madison County","1","1","9","1031","0.9%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","12","969","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","6","11","17","1048","1.6%","higher"
"X.ILI.MSR","Shelby County (Memphis)","1","9","0","79","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","25","1591","1.6%","higher"
"X.ILI.NER","Northeast Region","2","3","2","309","0.6%",""
"X.ILI.SCR","South Central Region","3","3","0","307","0.0%",""
"X.ILI.SER","Southeast Region","5","5","3","952","0.3%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","5","1057","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","554","0.0%","lower"
